generated_at_utc,event_id,kickoff_utc,match,forecast_status,market,selection,selection_key,model_probability,market_probability,edge,availability_status,availability_penalty,live_resolved_rows,calibration_gate,decision,rank_score,paper_stake_eur,real_stake_eur
2026-06-29T16:22:09.041690+00:00,760488,2026-06-30T01:00:00+00:00,Netherlands - Morocco,pre_match,1X2_90,Draw,draw,0.29745948823796975,0.3078955562449628,-0.010436068006993038,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.06043606800699304,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760498,2026-07-03T03:00:00+00:00,Switzerland - Algeria,pre_match,1X2_90,Draw,draw,0.275255915155347,0.2867527184418388,-0.01149680328649183,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.06149680328649183,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760490,2026-06-30T17:00:00+00:00,Ivory Coast - Norway,pre_match,TOTALS_90,Over 2.5,over,0.5015518691370562,0.5130612523779747,-0.011509383240918547,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.06150938324091855,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760495,2026-07-01T16:00:00+00:00,England - Congo DR,pre_match,1X2_90,England,home,0.7384918763478948,0.7512825606786678,-0.012790684330773017,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.06279068433077302,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760496,2026-07-02T23:00:00+00:00,Portugal - Croatia,pre_match,1X2_90,Portugal,home,0.5214447493180293,0.5347131636152289,-0.013268414297199604,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.06326841429719961,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760500,2026-07-03T22:00:00+00:00,Argentina - Cape Verde,pre_match,1X2_90,Cape Verde,away,0.03927707257938566,0.053786124081629305,-0.014509051502243644,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.06450905150224365,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760492,2026-06-30T21:00:00+00:00,France - Sweden,pre_match,1X2_90,Sweden,away,0.07415658334733684,0.08882512623936147,-0.014668542892024627,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.06466854289202463,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760498,2026-07-03T03:00:00+00:00,Switzerland - Algeria,pre_match,TOTALS_90,Over 2.5,over,0.4321787877056449,0.4479357385329207,-0.015756950827275795,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.0657569508272758,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760493,2026-07-01T20:00:00+00:00,Belgium - Senegal,pre_match,TOTALS_90,Over 2.5,over,0.42244709670608577,0.4403582287663645,-0.017911132060278723,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.06791113206027873,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760488,2026-06-30T01:00:00+00:00,Netherlands - Morocco,pre_match,TOTALS_90,Over 2.5,over,0.4121252105234543,0.4388841071961923,-0.02675889667273801,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.07675889667273801,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760494,2026-07-02T00:00:00+00:00,United States - Bosnia-Herzegovina,pre_match,1X2_90,United States,home,0.6716418722981697,0.6986228571860335,-0.026980984887863713,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.07698098488786372,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760491,2026-07-01T01:00:00+00:00,Mexico - Ecuador,pre_match,1X2_90,Ecuador,away,0.212613500238389,0.2431693404940075,-0.0305558402556185,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.0805558402556185,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760498,2026-07-03T03:00:00+00:00,Switzerland - Algeria,pre_match,1X2_90,Algeria,away,0.19897692513551443,0.2388181786408005,-0.039841253505286056,missing_structured_player_data,0.05,0,locked_until_30_resolved_rows,watch_only_edge_below_threshold,-0.08984125350528606,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760486,2026-06-28T19:00:00+00:00,South Africa - Canada,after_kickoff_or_unknown,1X2_90,,,,,,espn_rosters_available,0.02,0,locked_until_30_resolved_rows,skip_missing_market,-1.0,0.0,0.0
2026-06-29T16:22:09.041690+00:00,760486,2026-06-28T19:00:00+00:00,South Africa - Canada,after_kickoff_or_unknown,TOTALS_90,,,,,,espn_rosters_available,0.02,0,locked_until_30_resolved_rows,skip_missing_market,-1.0,0.0,0.0
